Index,EntryIndex,Timestamp,ServingCellID,CellIdentity,CellObjectID,Num_Active_UEs,Avg_Serving_RSRP,Avg_Serving_RSRQ,Avg_Serving_SINR,Avg_Serving_TxPower,Num_Neighbor_Cells,Neighbor_Avg_RSRP,Neighbor_Avg_RSRQ,Neighbor_Avg_SINR,Avg_DynLoad,Avg_DynMobility
1,232,80 04:21:33.569,8,131-13338000000,NRCellCU,4,97,29.25,37.5,30,12,0,0,3.125,0,4
1,233,80 04:21:33.569,8,131-13338000000,NRCellCU,3,97,127,28.333333333333332,30,11,0,0,3.0833333333333335,0,4
1,234,80 04:21:33.570,9,131-13339000000,NRCellCU,4,97,112,63,30,13,0,0,3.03125,0,9
1,235,80 04:21:33.570,2,131-13332000000,NRCellCU,4,97,59.5,31,0,12,0,0,2.0625,0,9
1,236,80 04:21:33.570,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,237,80 04:21:33.570,8,131-13338000000,NRCellCU,3,97,116.66666666666667,28.333333333333332,30,12,0,0,2.625,0,5
1,238,80 04:21:33.570,14,131-13331340000,NRCellCU,3,97,94,20,0,10,0,0,0.3333333333333333,0,5
1,239,80 04:21:33.571,14,131-13331340000,NRCellCU,3,97,90.66666666666667,23.333333333333332,0,11,0,0,0.6666666666666666,0,5
1,240,80 04:21:33.571,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,241,80 04:21:33.571,14,131-13331340000,NRCellCU,3,82.66666666666667,108.33333333333333,23.666666666666668,0,10,0,0,1.5416666666666667,0,5
1,242,80 04:21:33.571,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,243,80 04:21:33.571,12,131-13331320000,NRCellCU,3,95,127,21.666666666666668,0,12,0,0,3.1666666666666665,0,1
1,244,80 04:21:33.572,14,131-13331340000,NRCellCU,3,97,85.33333333333333,23,0,11,0,0,0.375,0,5
1,245,80 04:21:33.572,14,131-13331340000,NRCellCU,3,80,58,24.333333333333332,0,11,0,0,0.16666666666666666,0,5
1,246,80 04:21:33.572,15,131-13331350000,NRCellCU,1,61,127,11,30,8,0,0,1.375,0,1
1,247,80 04:21:33.572,15,131-13331350000,NRCellCU,1,97,92,15,30,8,0,0,2.625,0,1
1,248,80 04:21:33.572,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,249,80 04:21:33.573,13,131-13331330000,NRCellCU,4,97,47.5,36,30,12,0,0,3.46875,0,8
1,250,80 04:21:33.573,9,131-13339000000,NRCellCU,4,70.75,105.75,42.25,30,13,0,0,1.84375,0,4
1,251,80 04:21:33.573,15,131-13331350000,NRCellCU,1,97,127,15,30,8,0,0,2.375,0,1
1,252,80 04:21:33.573,8,131-13338000000,NRCellCU,4,97,123,32.75,0,12,0,0,1.71875,0,6
1,253,80 04:21:33.574,15,131-13331350000,NRCellCU,1,52,44,36,30,8,0,0,2.5,0,1
1,254,80 04:21:33.574,9,131-13339000000,NRCellCU,3,72,60.333333333333336,33,30,13,0,0,2.2083333333333335,0,1
1,255,80 04:21:33.574,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,256,80 04:21:33.575,8,131-13338000000,NRCellCU,4,93.75,97.25,28.75,0,13,0,0,3.6875,0,4
1,257,80 04:21:33.575,8,131-13338000000,NRCellCU,3,79,86,52.333333333333336,0,11,0,0,2.9583333333333335,0,3
1,258,80 04:21:33.576,8,131-13338000000,NRCellCU,3,71.66666666666667,68,35.333333333333336,0,11,0,0,3.7083333333333335,0,3
1,259,80 04:21:33.578,12,131-13331320000,NRCellCU,3,87,71.66666666666667,18,0,12,0,0,2.5,0,1
1,260,80 04:21:33.578,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,261,80 04:21:33.579,13,131-13331330000,NRCellCU,4,72,95.25,21,30,13,0,0,2.15625,0,4
1,262,80 04:21:33.579,13,131-13331330000,NRCellCU,3,78,122.66666666666667,23,30,12,0,0,2.5416666666666665,0,4
1,263,80 04:21:33.579,14,131-13331340000,NRCellCU,3,66,103,24.333333333333332,30,11,0,0,0.8333333333333334,0,3
1,264,80 04:21:33.580,11,131-13331310000,NRCellCU,0,0,0,0,0,0,0,0,0,0,0
1,265,80 04:21:33.580,7,131-13337000000,NRCellCU,4,44.75,99.5,26.5,30,12,0,0,3.6875,0,29
1,266,80 04:21:33.580,14,131-13331340000,NRCellCU,3,89,105.33333333333333,26.666666666666668,30,11,0,0,1.0833333333333333,0,2
1,267,80 04:21:33.580,12,131-13331320000,NRCellCU,4,94.25,105.5,26.5,0,12,0,0,3.71875,0,1
1,268,80 04:21:33.580,9,131-13339000000,NRCellCU,4,67.5,113.75,55.25,30,12,0,0,2.53125,0,1
1,269,80 04:21:33.581,14,131-13331340000,NRCellCU,3,56.666666666666664,72,24.666666666666668,30,11,0,0,0.375,0,2
1,270,80 04:21:33.581,7,131-13337000000,NRCellCU,4,85.25,102.25,13,30,12,0,0,2.8125,0,17
1,271,80 04:21:33.581,8,131-13338000000,NRCellCU,3,58.666666666666664,62.333333333333336,36.333333333333336,30,11,0,0,3.0833333333333335,0,3
1,272,80 04:21:33.581,13,131-13331330000,NRCellCU,4,73,77.5,24.75,30,12,0,0,3.3125,0,3
